anime_id,name,genre,type,episodes,rating,members,japanese_title,aired,image_url
8424,MM!,"Comedy, Ecchi, Harem, School",TV,12,7.36,129672,えむえむっ!,"Oct 2, 2010 to Dec 18, 2010",https://cdn.myanimelist.net/images/anime/8/85871.jpg
94,Mobile Suit Gundam Seed Destiny,"Action, Drama, Mecha, Military, Romance, Sci-Fi, Space",TV,50,7.36,65896,機動戦士ガンダムSEED DESTINY,"Oct 9, 2004 to Oct 1, 2005",https://cdn.myanimelist.net/images/anime/1700/91080.jpg
13585,Natsuyuki Rendezvous,"Drama, Josei, Romance, Supernatural",TV,11,7.36,40958,夏雪ランデブー,"Jul 6, 2012 to Sep 14, 2012",https://cdn.myanimelist.net/images/anime/11/38181.jpg
16143,One Piece: Kinkyuu Kikaku One Piece Kanzen Kouryakuhou,"Adventure, Comedy, Fantasy, Shounen",Special,1,7.36,5914,緊急企画ワンピース完全攻略法,"Dec 22, 1999",https://cdn.myanimelist.net/images/anime/6/44259.jpg
31918,Owari no Seraph: Nagoya Kessen-hen - Owaranai Seraph - Nagoya Kessen-hen,"Comedy, Parody, Shounen",Special,4,7.36,11400,終わらないセラフ名古屋編,"Dec 25, 2015 to Mar 30, 2016",https://cdn.myanimelist.net/images/anime/10/77545.jpg
9893,Suite Precure♪,"Action, Fantasy, Magic, Shoujo",TV,48,7.36,7314,スイート プリキュア♪,"Feb 6, 2011 to Jan 29, 2012",https://cdn.myanimelist.net/images/anime/3/32129.jpg
16868,Sukitte Ii na yo.: Dareka ga,"Romance, School, Shoujo",OVA,1,7.36,27802,好きっていいなよ。「誰かが」,"Jul 24, 2013",https://cdn.myanimelist.net/images/anime/13/53861.jpg
6758,Tatakau Shisho: The Book of Bantorra,"Action, Fantasy, Seinen, Super Power",TV,27,7.36,35520,戦う司書 The Book of Bantorra,"Oct 2, 2009 to Apr 2, 2010",https://cdn.myanimelist.net/images/anime/13/22769.jpg
415,Tonari no Yamada-kun,"Comedy, Slice of Life",Movie,1,7.36,16442,ホーホケキョ となりの山田くん,"Jul 17, 1999",https://cdn.myanimelist.net/images/anime/6/64545.jpg
7,Witch Hunter Robin,"Action, Drama, Magic, Mystery, Police, Supernatural",TV,26,7.36,64905,Witch Hunter ROBIN (ウイッチハンターロビン),"Jul 2, 2002 to Dec 24, 2002",https://cdn.myanimelist.net/images/anime/1796/91065.jpg
976,Yokohama Kaidashi Kikou: Quiet Country Cafe,"Sci-Fi, Seinen, Slice of Life",OVA,2,7.36,7609,ヨコハマ買い出し紀行 Quiet Country Cafe,"Dec 18, 2002 to Mar 5, 2003",https://cdn.myanimelist.net/images/anime/6/23055.jpg
7745,Zettai Karen Children OVA: Aitazousei! Ubawareta Mirai?,"Action, Comedy, Shounen, Supernatural",OVA,1,7.36,4277,絶対可憐チルドレン OVA 〜愛多憎生! 奪われた未来?〜,"Jul 16, 2010",https://cdn.myanimelist.net/images/anime/9/25283.jpg
30870,Ajin Part 3: Shougeki,"Action, Horror, Mystery, Seinen, Supernatural",Movie,1,7.36,9638,亜人 第3部「衝戟」,"Sep 23, 2016",https://cdn.myanimelist.net/images/anime/5/85580.jpg
17901,All Alone With You,"Fantasy, Music",Music,1,7.35,7612,All Alone With You,"Mar 6, 2013",https://cdn.myanimelist.net/images/anime/6/47703.jpg
9925,Amagami SS: Tachibana Miya-hen - Imouto,School,Special,1,7.35,31019,アマガミSS 橘美也編 イモウト,"Apr 29, 2011",https://cdn.myanimelist.net/images/anime/5/27464.jpg
30206,Amagi Brilliant Park: Nonbirishiteiru Hima ga Nai!,Comedy,Special,1,7.35,30342,甘城ブリリアントパーク 「のんびりしている暇がない!」,"Jun 26, 2015",https://cdn.myanimelist.net/images/anime/11/74772.jpg
2116,Captain Tsubasa,"Action, Shounen, Sports",TV,128,7.35,36623,キャプテン翼,"Oct 13, 1983 to Mar 27, 1986",https://cdn.myanimelist.net/images/anime/9/26248.jpg
1723,Clannad Movie,"Drama, Fantasy, Romance, School",Movie,1,7.35,99506,劇場版 クラナド,"Sep 15, 2007",https://cdn.myanimelist.net/images/anime/13/75650.jpg
61,D.N.Angel,"Action, Comedy, Fantasy, Magic, Romance, School, Shoujo",TV,26,7.35,126914,Ｄ・Ｎ・ＡＮＧＥＬ,"Apr 3, 2003 to Sep 25, 2003",https://cdn.myanimelist.net/images/anime/6/73938.jpg
31163,Dimension W,"Action, Sci-Fi, Seinen",TV,12,7.36,130028,Dimension W,"Jan 10, 2016 to Mar 27, 2016",https://cdn.myanimelist.net/images/anime/8/86304.jpg
3230,Druaga no Tou: The Aegis of Uruk,"Adventure, Comedy, Fantasy",TV,12,7.35,69683,ドルアーガの塔 〜the Aegis of URUK〜,"Apr 5, 2008 to Jun 21, 2008",https://cdn.myanimelist.net/images/anime/5/75646.jpg
2484,Gear Fighter Dendoh,"Action, Adventure, Mecha, School, Sci-Fi, Space",TV,38,7.35,1548,GEAR戦士 電童,"Oct 4, 2000 to Jun 27, 2001",https://cdn.myanimelist.net/images/anime/12/49409.jpg
19951,Hunter x Hunter Movie: The Last Mission,"Action, Adventure, Shounen, Super Power",Movie,1,7.35,37633,劇場版 HUNTERxHUNTER THE LAST MISSION,"Dec 27, 2013",https://cdn.myanimelist.net/images/anime/10/62337.jpg
3418,Jungle no Ouja Taa-chan,"Action, Comedy, Parody",TV,50,7.35,801,ジャングルの王者ターちゃん,"Oct 14, 1993 to Sep 29, 1994",https://cdn.myanimelist.net/images/anime/1948/106089.jpg
2544,Kazoku Robinson Hyouryuuki: Fushigi na Shima no Flone,"Adventure, Drama, Historical, Slice of Life",TV,50,7.35,1794,家族ロビンソン漂流記ふしぎな島のフローネ,"Jan 4, 1981 to Dec 27, 1981",https://cdn.myanimelist.net/images/anime/4/56483.jpg
3229,Kimi ga Aruji de Shitsuji ga Ore de,"Comedy, Ecchi, Harem, Parody, Romance",TV,13,7.35,66236,君が主で執事が俺で,"Jan 6, 2008 to Mar 30, 2008",https://cdn.myanimelist.net/images/anime/5/21532.jpg
3245,Kindaichi Shounen no Jikenbo Specials,"Mystery, Shounen",Special,2,7.35,1194,金田一少年の事件簿SP,"Nov 12, 2007 to Nov 19, 2007",https://cdn.myanimelist.net/images/anime/7/25371.jpg
3272,Kinnikuman,"Adventure, Comedy, Shounen, Sports",TV,137,7.35,3623,キン肉マン,"Apr 3, 1983 to Oct 1, 1986",https://cdn.myanimelist.net/images/anime/5/5182.jpg
1516,Kirarin☆Revolution,"Comedy, Drama, Romance, Shoujo",TV,153,7.35,14932,きらりん☆レボリューション,"Apr 7, 2006 to Mar 27, 2009",https://cdn.myanimelist.net/images/anime/1796/94726.jpg
32245,Kuromukuro,"Action, Mecha, Sci-Fi",TV,26,7.35,46323,クロムクロ,"Apr 7, 2016 to Sep 29, 2016",https://cdn.myanimelist.net/images/anime/12/82281.jpg
11777,Lupin III: Chi no Kokuin - Eien no Mermaid,"Action, Adventure, Comedy, Shounen",Special,1,7.35,3069,ルパン三世 血の刻印 - 永遠のMermaid,"Dec 2, 2011",https://cdn.myanimelist.net/images/anime/12/32929.jpg
1967,Mobile Suit Zeta Gundam: A New Translation - Heir to the Stars,"Drama, Mecha, Military, Sci-Fi, Space",Movie,1,7.35,6326,機動戦士Zガンダム -星を継ぐ者-,"May 28, 2005",https://cdn.myanimelist.net/images/anime/7/36701.jpg
3467,Nogizaka Haruka no Himitsu,"Comedy, Romance",TV,12,7.35,80820,乃木坂春香の秘密,"Jul 3, 2008 to Sep 25, 2008",https://cdn.myanimelist.net/images/anime/11/56965.jpg
16468,One Piece: Glorious Island,"Action, Adventure, Comedy, Fantasy, Shounen, Super Power",Special,2,7.35,12922,ワンピース 『GLORIOUS ISLAND』,"Dec 23, 2012 to Dec 30, 2012",https://cdn.myanimelist.net/images/anime/7/85476.jpg
2385,One Piece: Jango no Dance Carnival,"Comedy, Fantasy, Shounen",Movie,1,7.35,22157,ワンピース ジャンゴのダンスカーニバル,"Mar 3, 2001",https://cdn.myanimelist.net/images/anime/5/70887.jpg
195,Onegai☆Teacher,"Comedy, Drama, Romance, School, Sci-Fi",TV,12,7.35,99558,おねがい☆ティーチャー,"Jan 10, 2002 to Mar 28, 2002",https://cdn.myanimelist.net/images/anime/13/5241.jpg
3887,Ookiku Furikabutte Special,"Drama, Sports",Special,1,7.35,8478,おおきく振りかぶって 基本のキホン,"Feb 27, 2008",https://cdn.myanimelist.net/images/anime/1588/108620.jpg
30714,Owari no Seraph: Owaranai Seraph,"Comedy, Police, Shounen, Supernatural, Vampire",Special,9,7.35,22823,終わらないセラフ,"Jun 24, 2015 to Sep 26, 2015",https://cdn.myanimelist.net/images/anime/6/76505.jpg
13073,Prince of Tennis: Another Story II - Ano Toki no Bokura OVA Bonus,"Shounen, Sports",Special,2,7.35,2978,テニスの王子様 OVA ANOTHER STORYⅡ～アノトキノボクラ,"Aug 26, 2011 to Oct 26, 2011",https://cdn.myanimelist.net/images/anime/12/36739.jpg
21073,Puchimas!!: Petit Petit iDOLM@STER,"Comedy, Slice of Life",ONA,74,7.35,5359,ぷちます！！プチプチ・アイドルマスター,"Apr 1, 2014 to Jun 30, 2014",https://cdn.myanimelist.net/images/anime/6/55661.jpg
25647,Sabagebu! Specials,"Action, Comedy, Military, Shoujo",Special,6,7.35,9065,さばげぶっ！OVA SPECIAL MISSION,"Sep 24, 2014 to Feb 20, 2015",https://cdn.myanimelist.net/images/anime/3/65183.jpg
13055,Sankarea OVA,"Comedy, Ecchi, Horror, Romance, Shounen, Supernatural",OVA,2,7.35,51997,さんかれあ,"Jun 8, 2012 to Nov 9, 2012",https://cdn.myanimelist.net/images/anime/4/79032.jpg
24029,Shijou Saikyou no Deshi Kenichi Specials,"Action, Comedy, Martial Arts, School, Shounen",Special,4,7.35,4258,史上最強の弟子 ケンイチ,"Nov 15, 2013 to May 16, 2014",https://cdn.myanimelist.net/images/anime/12/62889.jpg
28621,Subete ga F ni Naru: The Perfect Insider,"Mystery, Psychological, Sci-Fi",TV,11,7.35,81230,すべてがFになる THE PERFECT INSIDER,"Oct 9, 2015 to Dec 18, 2015",https://cdn.myanimelist.net/images/anime/9/76071.jpg
9241,Super Robot Taisen OG: The Inspector,"Action, Mecha, Sci-Fi, Space",TV,26,7.35,5962,スーパーロボット大戦OG -ジ・インスペクター-,"Oct 2, 2010 to Apr 2, 2011",https://cdn.myanimelist.net/images/anime/11/44239.jpg
390,Suzuka,"Drama, Romance, Sports",TV,26,7.35,64161,涼風,"Jul 7, 2005 to Dec 29, 2005",https://cdn.myanimelist.net/images/anime/6/19983.jpg
21881,Sword Art Online II,"Action, Adventure, Fantasy, Game, Romance",TV,24,7.35,537892,ソードアート・オンライン II,"Jul 5, 2014 to Dec 20, 2014",https://cdn.myanimelist.net/images/anime/11/65185.jpg
16417,Tamako Market,"Comedy, Slice of Life",TV,12,7.35,128529,たまこまーけっと,"Jan 10, 2013 to Mar 28, 2013",https://cdn.myanimelist.net/images/anime/6/79594.jpg
2500,The Cockpit,"Historical, Military",OVA,3,7.35,5053,ザ・コクピット,"Oct 22, 1993 to Jan 21, 1994",https://cdn.myanimelist.net/images/anime/4/18697.jpg
30901,Utawarerumono: Itsuwari no Kamen,"Action, Drama, Fantasy",TV,25,7.35,55851,うたわれるもの 偽りの仮面,"Oct 4, 2015 to Mar 27, 2016",https://cdn.myanimelist.net/images/anime/8/75968.jpg
13677,Ao no Exorcist Movie Special,"Comedy, Parody",Special,1,7.34,20543,劇場版「青の祓魔師」特別映像,"Apr 1, 2012",https://cdn.myanimelist.net/images/anime/12/61139.jpg
9120,Beelzebub: Hirotta Akachan wa Daimaou!?,"Action, Comedy, Demons, School, Shounen, Supernatural",Special,1,7.34,21212,べるぜバブ 拾った赤ちゃんは大魔王!?,"Oct 23, 2010",https://cdn.myanimelist.net/images/anime/7/26349.jpg
8915,Dantalian no Shoka,"Action, Historical, Mystery, Supernatural",TV,12,7.34,84779,ダンタリアンの書架,"Jul 16, 2011 to Oct 1, 2011",https://cdn.myanimelist.net/images/anime/2/52683.jpg
2803,Densetsu no Yuusha Da Garn,"Mecha, Sci-Fi, Shounen",TV,46,7.34,1897,伝説の勇者ダ・ガーン,"Feb 8, 1992 to Jan 23, 1993",https://cdn.myanimelist.net/images/anime/1206/105983.jpg
6988,Doraemon Movie 30: Nobita no Ningyo Daikaisen,"Adventure, Comedy, Fantasy, Kids, Shounen",Movie,1,7.34,1191,映画 ドラえもん のび太の人魚大海戦,"Mar 6, 2010",https://cdn.myanimelist.net/images/anime/9/72435.jpg
11053,Doraemon Movie 32: Nobita to Kiseki no Shima - Animal Adventure,"Adventure, Comedy, Fantasy, Kids, Shounen",Movie,1,7.34,849,映画 ドラえもん のび太と奇跡の島～アニマル アドベンチャー～,"Mar 3, 2012",https://cdn.myanimelist.net/images/anime/7/72437.jpg
376,Elfen Lied Special,"Drama, Ecchi, Horror, Psychological, Supernatural",Special,1,7.34,116129,エルフェンリート 通り雨にて 或いは、少女はいかにしてその心情に至ったか?（REGENSCHAUER）,"Apr 21, 2005",https://cdn.myanimelist.net/images/anime/7/80498.jpg
1126,Figure 17: Tsubasa &amp; Hikaru,"Sci-Fi, Slice of Life",TV,13,7.34,6860,フィギュア17 つばさ&ヒカル,"May 27, 2001 to May 26, 2002",https://cdn.myanimelist.net/images/anime/7/15438.jpg
1524,Fuujin Monogatari,"Drama, Fantasy, School, Slice of Life, Supernatural",TV,13,7.34,8717,風人物語,"Sep 11, 2004 to Feb 26, 2005",https://cdn.myanimelist.net/images/anime/4/50349.jpg
21635,GJ-bu@,"Comedy, School, Slice of Life",Special,1,7.34,18894,GJ部@,"May 6, 2014",https://cdn.myanimelist.net/images/anime/4/60319.jpg
5658,Great Mazinger,"Action, Mecha, Sci-Fi, Shounen",TV,56,7.34,1917,グレートマジンガー,"Sep 8, 1974 to Sep 26, 1975",https://cdn.myanimelist.net/images/anime/3/51991.jpg
27945,Gugure! Kokkuri-san Specials,"Comedy, Romance, Shounen, Supernatural",Special,11,7.34,5870,繰繰れ！コックリさん,"Dec 24, 2014 to May 27, 2015",https://cdn.myanimelist.net/images/anime/4/67735.jpg
958,HeatGuy J,"Action, Adventure, Mecha, Police, Sci-Fi",TV,25,7.34,10727,ヒートガイジェイ,"Oct 2, 2002 to Mar 26, 2003",https://cdn.myanimelist.net/images/anime/10/76288.jpg
4550,Hyakko,"Comedy, School, Slice of Life",TV,13,7.34,33112,ヒャッコ,"Oct 2, 2008 to Dec 25, 2008",https://cdn.myanimelist.net/images/anime/3/21685.jpg
25159,Inou-Battle wa Nichijou-kei no Naka de,"Comedy, Romance, School, Slice of Life, Supernatural",TV,12,7.34,144370,異能バトルは日常系のなかで,"Oct 7, 2014 to Dec 23, 2014",https://cdn.myanimelist.net/images/anime/8/67047.jpg
3223,Kiddy Grade: Truth Dawn,"Action, Mecha, Sci-Fi, Super Power",Movie,1,7.34,3174,キディ・グレイド　劇場版　第三部: 黎明篇,"Sep 1, 2007",https://cdn.myanimelist.net/images/anime/11/56967.jpg
634,Koi Kaze,"Drama, Psychological, Romance, Seinen",TV,13,7.34,41250,恋風,"Apr 2, 2004 to Jun 18, 2004",https://cdn.myanimelist.net/images/anime/9/61441.jpg
33074,Lupin III (2015) Specials,"Action, Adventure, Comedy, Shounen",Special,2,7.34,1353,ルパン三世,"Sep 6, 2015 to Nov 22, 2015",https://cdn.myanimelist.net/images/anime/10/79629.jpg
1437,Lupin III: Honoo no Kioku - Tokyo Crisis,"Action, Adventure, Comedy, Mystery, Shounen",Special,1,7.34,3138,ルパン三世『炎の記憶 ~Tokyo Crisis~』,"Jul 24, 1998",https://cdn.myanimelist.net/images/anime/1880/105808.jpg
28013,Macross Δ,"Action, Mecha, Military, Music, Romance, Sci-Fi, Space",TV,26,7.34,30308,マクロスΔ（デルタ）,"Apr 3, 2016 to Sep 25, 2016",https://cdn.myanimelist.net/images/anime/5/79376.jpg
18391,Mini Van,"Comedy, Game, Parody, Slice of Life",TV,37,7.34,836,みにヴぁん,"Apr 6, 2013 to Dec 28, 2013",https://cdn.myanimelist.net/images/anime/8/76472.jpg
2736,Mojakou,"Comedy, Fantasy, Sci-Fi",TV,74,7.34,1218,モジャ公,"Oct 3, 1995 to Mar 31, 1997",https://cdn.myanimelist.net/images/anime/13/75211.jpg
11033,"Natsu-iro Egao de 1, 2, Jump!",Music,Music,1,7.34,6939,"夏色えがおで1, 2, Jump!","Aug 24, 2011",https://cdn.myanimelist.net/images/anime/8/30959.jpg
19653,Neppuu Kairiku Bushi Road,"Action, Fantasy, Mecha, Sci-Fi",Special,1,7.34,19967,熱風海陸ブシロード,"Dec 31, 2013",https://cdn.myanimelist.net/images/anime/11/56827.jpg
9999,One Piece 3D: Mugiwara Chase,"Action, Adventure, Comedy, Fantasy, Shounen",Movie,1,7.34,23772,ONE PIECE 3D 麦わらチェイス,"Mar 19, 2011",https://cdn.myanimelist.net/images/anime/4/32455.jpg
8171,One Piece Recap,"Action, Adventure, Comedy, Fantasy, Shounen, Super Power",OVA,1,7.34,10147,ワンピース,"Mar 17, 2010",https://cdn.myanimelist.net/images/anime/9/20706.jpg
2386,One Piece: Yume no Soccer Ou!,"Comedy, Fantasy, Shounen, Sports",Movie,1,7.34,23915,ワンピース 夢のサッカー王!,"Mar 2, 2002",https://cdn.myanimelist.net/images/anime/4/70587.jpg
107,Ou Dorobou Jing,"Adventure, Comedy, Fantasy, Sci-Fi, Shounen",TV,13,7.34,21920,王ドロボウ JING,"May 15, 2002 to Aug 14, 2002",https://cdn.myanimelist.net/images/anime/1961/92115.jpg
2847,Pokemon Diamond &amp; Pearl: Dialga vs. Palkia vs. Darkrai,"Action, Adventure, Comedy, Drama, Fantasy, Kids",Movie,1,7.34,38238,ポケットモンスター ダイヤモンド＆パール ディアルガVSパルキアVSダークライ,"Jul 15, 2007",https://cdn.myanimelist.net/images/anime/1119/94419.jpg
2361,Sei Juushi Bismarck,"Action, Mecha, Sci-Fi, Space",TV,51,7.34,2764,星銃士 ビスマルク,"Oct 7, 1984 to Sep 29, 1985",https://cdn.myanimelist.net/images/anime/13/24921.jpg
28495,Sidonia no Kishi Movie,"Action, Mecha, Sci-Fi, Seinen, Space",Movie,1,7.34,5472,劇場版「シドニアの騎士」,"Mar 6, 2015",https://cdn.myanimelist.net/images/anime/6/69369.jpg
173,Tactics,"Comedy, Drama, Fantasy, Mystery, Shounen, Super Power",TV,25,7.34,27358,タクティクス,"Oct 6, 2004 to Mar 30, 2005",https://cdn.myanimelist.net/images/anime/8/37549.jpg
1303,The Animatrix,"Action, Drama, Sci-Fi",OVA,9,7.34,42831,アニマトリックス,"Jun 3, 2003",https://cdn.myanimelist.net/images/anime/3/75870.jpg
3455,To LOVE-Ru,"Comedy, Ecchi, Harem, Romance, School, Sci-Fi",TV,26,7.34,237563,To LOVEる -とらぶる-,"Apr 4, 2008 to Sep 26, 2008",https://cdn.myanimelist.net/images/anime/13/22544.jpg
4896,Umineko no Naku Koro ni,"Horror, Mystery, Psychological, Supernatural",TV,26,7.34,126865,うみねこのなく頃に,"Jul 2, 2009 to Dec 24, 2009",https://cdn.myanimelist.net/images/anime/10/17709.jpg
883,Yuu☆Yuu☆Hakusho: Meikai Shitou-hen - Honoo no Kizuna,"Action, Comedy",Movie,1,7.34,13775,幽☆遊☆白書 冥界死闘篇 炎の絆,"Apr 9, 1994",https://cdn.myanimelist.net/images/anime/11/14592.jpg
1901,11-nin Iru!,"Action, Adventure, Drama, Mystery, Romance, Sci-Fi, Shoujo, Space",Movie,1,7.33,4311,11人いる!,"Nov 1, 1986",https://cdn.myanimelist.net/images/anime/1771/96658.jpg
32323,Aishen Qiaokeli-ing...,"Comedy, Harem, Romance, School",ONA,15,7.33,11936,爱神巧克力ING...,"Dec 2, 2015 to Mar 16, 2016",https://cdn.myanimelist.net/images/anime/6/78011.jpg
12669,Amagami SS+ Plus Specials,Romance,Special,6,7.33,17764,アマガミSS+ plus エクストラ・エピソード+ plus,"Apr 4, 2012 to Sep 5, 2012",https://cdn.myanimelist.net/images/anime/12/56023.jpg
31754,Aoharu x Kikanjuu: Kemono-tachi no Senjou da na!,"Action, Comedy, Shounen",Special,1,7.33,13993,青春×機関銃 獣たちの戦場だなっ！,"Dec 25, 2015",https://cdn.myanimelist.net/images/anime/8/76478.jpg
1205,Aru Tabibito no Nikki,"Adventure, Fantasy",ONA,6,7.33,15565,或る旅人の日記,"Mar 19, 2003 to Jun 4, 2003",https://cdn.myanimelist.net/images/anime/1/2291.jpg
10681,Blood-C: The Last Dark,"Action, Horror, Supernatural, Vampire",Movie,1,7.33,37925,劇場版 ブラッドシー ザ ラスト ダーク,"Jun 2, 2012",https://cdn.myanimelist.net/images/anime/1159/94216.jpg
24469,Buddy Complex: Kanketsu-hen - Ano Sora ni Kaeru Mirai de,"Action, Mecha, Sci-Fi",Special,2,7.33,14158,バディ・コンプレックス 完結編 ―あの空に還る未来で―,"Sep 30, 2014 to Oct 1, 2014",https://cdn.myanimelist.net/images/anime/3/67521.jpg
24429,Daze,Music,Music,1,7.33,2919,デイズ,"May 29, 2014",https://cdn.myanimelist.net/images/anime/6/68981.jpg
9379,Denpa Onna to Seishun Otoko,"Comedy, Sci-Fi, Seinen, Slice of Life",TV,12,7.33,149497,電波女と青春男,"Apr 15, 2011 to Jul 1, 2011",https://cdn.myanimelist.net/images/anime/9/59497.jpg
2667,Doraemon Movie 04: Nobita no Kaitei Kiganjou,Fantasy,Movie,1,7.33,1168,映画 ドラえもん のび太の海底鬼岩城,"Mar 12, 1983",https://cdn.myanimelist.net/images/anime/13/72409.jpg
2666,Doraemon Movie 10: Nobita no Nippon Tanjou,"Adventure, Comedy, Fantasy, Kids, Shounen",Movie,1,7.33,1176,映画 ドラえもん のび太の日本誕生,"Mar 11, 1989",https://cdn.myanimelist.net/images/anime/8/72415.jpg
2655,Doraemon Movie 23: Nobita to Robot Kingdom,"Adventure, Comedy, Fantasy, Kids, Shounen",Movie,1,7.33,2139,映画 ドラえもん のび太とロボット王国[キングダム],"Mar 9, 2002",https://cdn.myanimelist.net/images/anime/13/72428.jpg
893,Dragon Ball Movie 4: Saikyou e no Michi,"Action, Adventure, Comedy, Fantasy, Sci-Fi, Shounen, Super Power",Movie,1,7.33,26104,ドラゴンボール 最強への道,"Mar 2, 1996",https://cdn.myanimelist.net/images/anime/1497/93677.jpg
1299,Flag,"Mecha, Military",ONA,13,7.33,10531,FLAG（フラッグ）,"Jun 16, 2006 to Mar 2, 2007",https://cdn.myanimelist.net/images/anime/1274/90483.jpg
29325,Ghost in the Shell: Arise - Alternative Architecture,"Mecha, Police, Psychological, Sci-Fi",TV,10,7.33,21805,攻殻機動隊 ARISE ALTERNATIVE ARCHITECTURE,"Apr 5, 2015 to Jun 14, 2015",https://cdn.myanimelist.net/images/anime/5/72037.jpg
24231,Hitsugi no Chaika: Avenging Battle,"Action, Adventure, Comedy, Fantasy, Romance, Shounen",TV,10,7.33,91049,棺姫のチャイカ AVENGING BATTLE,"Oct 9, 2014 to Dec 11, 2014",https://cdn.myanimelist.net/images/anime/3/67797.jpg
15785,Inazuma Eleven Go vs. Danball Senki W Movie,"Action, Kids, Mecha, Sports",Movie,1,7.34,3239,劇場版 イナズマイレブンGO vs ダンボール戦機W,"Dec 1, 2012",https://cdn.myanimelist.net/images/anime/3/60753.jpg
469,Karin,"Comedy, Romance, School, Shounen, Vampire",TV,24,7.33,106142,かりん,"Nov 3, 2005 to May 11, 2006",https://cdn.myanimelist.net/images/anime/3/46833.jpg
3222,Kiddy Grade: Maelstrom,"Action, Mecha, Sci-Fi, Super Power",Movie,1,7.33,3189,キディ・グレイド 劇場版 第二部: 氾濫篇,"Jun 23, 2007",https://cdn.myanimelist.net/images/anime/2/56969.jpg
11313,Kimi no Iru Machi: Tasogare Kousaten,"Drama, Romance, School, Shounen",OVA,2,7.33,25799,君のいる町 黄昏交差点,"Mar 16, 2012 to Jun 15, 2012",https://cdn.myanimelist.net/images/anime/10/35843.jpg
5042,Kiss x Sis,"Comedy, Ecchi, Harem, Romance, School, Seinen",OVA,12,7.33,125614,キス×シス,"Dec 22, 2008 to Apr 6, 2015",https://cdn.myanimelist.net/images/anime/6/22223.jpg
837,Kyou no 5 no 2,"Comedy, Ecchi, School, Seinen",OVA,4,7.33,22431,今日の５の２,"Mar 24, 2006 to Mar 21, 2007",https://cdn.myanimelist.net/images/anime/6/42631.jpg
1422,Lupin III: $1 Money Wars,"Action, Adventure, Comedy, Shounen",Special,1,7.33,2950,ルパン三世 1$マネーウォーズ,"Jul 28, 2000",https://cdn.myanimelist.net/images/anime/3/67119.jpg
5084,Mai Mai Shinko to Sennen no Mahou,"Adventure, Drama",Movie,1,7.33,6491,マイマイ新子と千年の魔法,"Aug 15, 2009",https://cdn.myanimelist.net/images/anime/1419/103272.jpg
7261,Mameshiba,Comedy,Special,24,7.33,3085,豆しば,"Mar 1, 2008 to 2013",https://cdn.myanimelist.net/images/anime/5/63601.jpg
5351,Mobile Suit Gundam 00: Tenshitachi no Kiseki,"Action, Mecha, Sci-Fi",Special,1,7.33,4680,機動戦士ガンダム00-天使たちの軌跡,"Sep 25, 2008",https://cdn.myanimelist.net/images/anime/11/54435.jpg
2948,Motto! Ojamajo Doremi: Kaeru Ishi no Himitsu,"Kids, Magic, Shoujo",Movie,1,7.33,2108,も～っと！おジャ魔女どれみ カエル石のひみつ,"Jul 14, 2001",https://cdn.myanimelist.net/images/anime/7/27121.jpg
4879,Mouryou no Hako,"Mystery, Seinen, Supernatural, Thriller",TV,13,7.33,36075,魍魎の匣,"Oct 8, 2008 to Dec 31, 2008",https://cdn.myanimelist.net/images/anime/10/75492.jpg
1168,Musekinin Kanchou Tylor OVA,"Adventure, Comedy, Drama, Military, Sci-Fi, Space",OVA,10,7.33,5006,無責任艦長タイラー OVA,"Oct 1, 1994 to Aug 1, 1996",https://cdn.myanimelist.net/images/anime/5/30471.jpg
20877,Music S.T.A.R.T!!,Music,Music,1,7.33,5729,Music S.T.A.R.T!!,"Nov 27, 2013",https://cdn.myanimelist.net/images/anime/7/55555.jpg
460,One Piece Movie 2: Nejimaki-jima no Daibouken,"Action, Adventure, Comedy, Fantasy, Shounen, Super Power",Movie,1,7.33,37792,ワンピース ねじまき島の冒険,"Mar 3, 2001",https://cdn.myanimelist.net/images/anime/2/3299.jpg
11019,Pokemon 3D Adventure: Mew wo Sagase!,"Adventure, Comedy, Fantasy, Kids",Movie,1,7.33,5765,ポケモン３Ｄアドベンチャー　ミュウを探せ！,"Mar 18, 2005",https://cdn.myanimelist.net/images/anime/3/30561.jpg
1846,Princess Nine: Kisaragi Joshikou Yakyuubu,"Drama, Romance, Sports",TV,26,7.33,5758,プリンセスナイン 如月女子高野球部,"Apr 8, 1998 to Oct 14, 1998",https://cdn.myanimelist.net/images/anime/5/64743.jpg
22865,Rokujouma no Shinryakusha!? (TV),"Comedy, Harem, Romance, School, Supernatural",TV,12,7.33,76880,六畳間の侵略者！？,"Jul 12, 2014 to Sep 27, 2014",https://cdn.myanimelist.net/images/anime/2/62655.jpg
21561,Ryuugajou Nanana no Maizoukin (TV),"Comedy, Supernatural",TV,11,7.33,101326,龍ヶ嬢七々々の埋蔵金,"Apr 11, 2014 to Jun 20, 2014",https://cdn.myanimelist.net/images/anime/3/60475.jpg
5014,Sango Shou Densetsu: Aoi Umi no Elfie,"Adventure, Sci-Fi",Movie,1,7.33,524,サンゴ礁伝説　青い海のエルフィ,"May 19, 1986",https://cdn.myanimelist.net/images/anime/8/53613.jpg
