anime_id,name,genre,type,episodes,rating,members,japanese_title,aired,image_url,aired_from,aired_to,ave_rating_minmax,rating_count_standard
12885,Dynamic Super Robots Soushingekki,"Action, Mecha, Sci-Fi, Shounen",Special,3,6.64,507,ダイナミックスーパーロボット総進撃!!,"Dec 21, 2000 to Jun 25, 2001",https://cdn.myanimelist.net/images/anime/12/51981.jpg,977328000,993398400,0.712963,12
11693,Match Uri no Shoujo,"Drama, Kids",Movie,1,6.21,158,マッチ売りの少女,"Dec 12, 1971",https://cdn.myanimelist.net/images/anime/5/32635.jpg,61315200,61315200,0.5555556,3
32581,Gaza: Changing the World,"Drama, Supernatural",ONA,1,5.14,94,GAZA changing the world,"Jun 27, 2015",https://cdn.myanimelist.net/images/anime/10/78222.jpg,1435334400,1435334400,0.33333334,1
33474,Haha wo Tazunete Sanzenri (Movie),"Adventure, Drama, Historical, Slice of Life",Movie,1,6.81,105,母をたずねて三千里,"Jul 19, 1980",https://cdn.myanimelist.net/images/anime/5/80489.jpg,332784000,332784000,0.6666667,2
3885,Sugar Bunnies,Kids,TV,26,6.61,315,シュガーバニーズ,"Apr 3, 2007 to Sep 25, 2007",https://cdn.myanimelist.net/images/anime/5/6947.jpg,1175529600,1190649600,0.4814815,3
10058,Sore Ike! Anpanman: Yuurei Sen wo Yattsukero!!,"Comedy, Fantasy, Kids",Movie,1,6.43,117,それいけ！アンパンマン ゆうれい船をやっつけろ！！,"Jul 29, 1995",https://cdn.myanimelist.net/images/anime/7/27774.jpg,806947200,806947200,0.7222222,2
28843,Watashi no Kao,"Dementia, Horror",Movie,1,4.31,457,ワ・タ・シ・ノ・カ・オ,2005,https://cdn.myanimelist.net/images/anime/13/69661.jpg,0,0,0.4722222,8
17983,Kero Kero Keroppi no Christmas Eve no Okurimono,"Fantasy, Kids",OVA,1,6.1,113,けろけろけろっぴのクリスマス・イブのおくりもの,"Nov 1, 1992",https://cdn.myanimelist.net/images/anime/2/47855.jpg,720547200,720547200,0.44444445,1
33862,Chichi Kaeru,Drama,ONA,1,4.56,41,父カエル,"Jun 12, 2015",https://cdn.myanimelist.net/images/anime/5/81522.jpg,1434038400,1434038400,0.33333334,1
8500,Haguregumo,"Comedy, Historical, Seinen",Movie,1,6.71,221,浮浪雲,"Apr 24, 1982",https://cdn.myanimelist.net/images/anime/1827/94766.jpg,388425600,388425600,0.7777778,1
8123,Cooking Papa,"Comedy, Slice of Life",TV,151,6.83,536,クッキングパパ,"Apr 9, 1992 to May 25, 1995",https://cdn.myanimelist.net/images/anime/13/61713.jpg,702748800,801331200,0.7777778,1
406,Buzzer Beater,"Shounen, Sports",TV,13,6.73,8439,BUZZER BEATER,"Feb 5, 2005 to Apr 30, 2005",https://cdn.myanimelist.net/images/anime/6/57421.jpg,1107532800,1114790400,0.65530705,313
2962,Digimon Adventure 02 Movies,"Adventure, Fantasy, Kids, Sci-Fi",Movie,2,7.23,26543,映画 デジモンアドベンチャー０２,"Jul 8, 2000",https://cdn.myanimelist.net/images/anime/7/82960.jpg,962985600,962985600,0.6948188,1113
6695,Mangchi,"Adventure, Comedy, Fantasy",Movie,1,6.31,461,망치,"Aug 6, 2004",https://cdn.myanimelist.net/images/anime/5/15380.jpg,1091721600,1091721600,0.44444445,6
15583,Date A Live,"Comedy, Harem, Mecha, Romance, School, Sci-Fi",TV,12,7.54,301358,デート・ア・ライブ,"Apr 6, 2013 to Jun 22, 2013",https://cdn.myanimelist.net/images/anime/13/44844.jpg,1365177600,1371830400,0.7435817,8500
30379,Nagato Yuki-chan no Shoushitsu: Owarenai Natsuyasumi,"Comedy, Seinen, Slice of Life",OVA,1,6.83,9773,長門有希ちゃんの消失 第17話「終われない夏休み」,"Oct 26, 2015",https://cdn.myanimelist.net/images/anime/6/76840.jpg,1445788800,1445788800,0.67269075,166
4107,Tengen Toppa Gurren Lagann Movie: Gurren-hen,"Action, Comedy, Mecha",Movie,1,8.22,72933,天元突破グレンラガン 紅蓮篇,"Sep 6, 2008",https://cdn.myanimelist.net/images/anime/1270/115752.jpg,1220630400,1220630400,0.8125163,2562
16774,Inferno Cop,"Action, Police",ONA,13,7.32,37500,インフェルノコップ,"Dec 25, 2012 to Mar 19, 2013",https://cdn.myanimelist.net/images/anime/2/47037.jpg,1356364800,1363622400,0.73215896,984
5337,Bakugan Battle Brawlers: New Vestroia,"Adventure, Fantasy, Game, Shounen",TV,52,6.5,14694,爆丸バトルブローラーズ  New Vestroia,"Apr 12, 2009 to May 9, 2010",https://cdn.myanimelist.net/images/anime/3/17258.jpg,1239465600,1273334400,0.62657505,388
2349,Bondage Game: Shinsou no Reijoutachi,"Hentai, Psychological",OVA,2,5.37,4732,ボンデージ・ゲーム -深窓の隷嬢達-,"Apr 25, 2003 to Aug 22, 2004",https://cdn.myanimelist.net/images/anime/4/41505.jpg,1051200000,1093104000,0.5273752,138
12725,Initial D: Project D to the Next Stage - Project D e Mukete,"Action, Cars, Drama, Seinen, Sports",Special,1,7.69,3150,頭文字D to the Next Stage ～プロジェクトDへ向けて～,"Mar 22, 2003",https://cdn.myanimelist.net/images/anime/12/35739.jpg,1048262400,1048262400,0.7484568,72
8915,Dantalian no Shoka,"Action, Historical, Mystery, Supernatural",TV,12,7.34,84779,ダンタリアンの書架,"Jul 16, 2011 to Oct 1, 2011",https://cdn.myanimelist.net/images/anime/2/52683.jpg,1310745600,1317398400,0.7246851,2346
12711,Uta no☆Prince-sama♪ Maji Love 2000%,"Comedy, Harem, Music, Romance, School, Shoujo",TV,13,7.53,61551,うたの☆プリンスさまっ♪ マジLOVE2000%,"Apr 4, 2013 to Jun 27, 2013",https://cdn.myanimelist.net/images/anime/12/44019.jpg,1365004800,1372262400,0.74676067,1655
1826,Deltora Quest,"Adventure, Fantasy, Kids",TV,65,7.11,10591,デルトラクエスト,"Jan 6, 2007 to Mar 29, 2008",https://cdn.myanimelist.net/images/anime/12/88164.jpg,1168012800,1206720000,0.686747,166
412,Kore ga Watashi no Goshujinsama,"Comedy, Ecchi, Slice of Life",TV,12,6.69,57646,これが私の御主人様,"Apr 8, 2005 to Jul 1, 2005",https://cdn.myanimelist.net/images/anime/11/80500.jpg,1112889600,1120147200,0.665352,2451
1030,Heisei Tanuki Gassen Ponpoko,Kids,Movie,1,7.42,34263,平成狸合戦ぽんぽこ,"Jun 13, 1994",https://cdn.myanimelist.net/images/anime/11/75925.jpg,771436800,771436800,0.718453,1356
23133,M3: Sono Kuroki Hagane,"Action, Drama, Mecha, Mystery, Psychological, Sci-Fi",TV,24,6.72,38301,M3～ソノ黒キ鋼～,"Apr 22, 2014 to Sep 30, 2014",https://cdn.myanimelist.net/images/anime/4/60273.jpg,1398096000,1412006400,0.6676115,588
15219,.hack//Versus: The Thanatos Report,"Action, Game, Sci-Fi",Special,1,6.51,4474,.hack//Versus タナトスレポート,"Jun 28, 2012",https://cdn.myanimelist.net/images/anime/10/42325.jpg,1340812800,1340812800,0.62759465,91
300,3x3 Eyes,"Action, Demons, Fantasy, Horror, Romance",OVA,4,6.97,15683,3×3EYES,"Jul 25, 1991 to Mar 19, 1992",https://cdn.myanimelist.net/images/anime/4/26940.jpg,680367600,700934400,0.6704164,563
8986,Supernatural The Animation,"Action, Demons, Horror, Supernatural",OVA,22,7.2,18528,スーパーナチュラル・ザ・アニメーション,"Feb 23, 2011 to Apr 27, 2011",https://cdn.myanimelist.net/images/anime/8/37135.jpg,1298390400,1303833600,0.72943944,331
12117,Detective Conan Movie 16: The Eleventh Striker,"Adventure, Comedy, Mystery, Police, Shounen, Sports",Movie,1,7.86,14938,劇場版　名探偵コナン　11人目のストライカー,"Apr 14, 2012",https://cdn.myanimelist.net/images/anime/8/37511.jpg,1334332800,1334332800,0.7764706,510
5845,Pokemon: Pikachu no Natsumatsuri,"Action, Comedy, Fantasy, Kids",Special,1,6.52,3586,ピカチュウのなつまつり,"Aug 1, 2004",https://cdn.myanimelist.net/images/anime/11/12259.jpg,1091289600,1091289600,0.62923974,95
19109,Fate/kaleid liner Prisma☆Illya Specials,"Comedy, Ecchi, Fantasy, Magic",Special,5,6.88,16886,Fate/kaleid liner プリズマ☆イリヤ,"Sep 27, 2013 to Jan 31, 2014",https://cdn.myanimelist.net/images/anime/3/51235.jpg,1380211200,1391097600,0.6696833,442
2386,One Piece: Yume no Soccer Ou!,"Comedy, Fantasy, Shounen, Sports",Movie,1,7.34,23915,ワンピース 夢のサッカー王!,"Mar 2, 2002",https://cdn.myanimelist.net/images/anime/4/70587.jpg,1014998400,1014998400,0.721479,1196
12191,Smile Precure!,"Action, Fantasy, Magic, Shoujo",TV,48,7.33,10568,スマイルプリキュア,"Feb 5, 2012 to Jan 27, 2013",https://cdn.myanimelist.net/images/anime/12/76179.jpg,1328371200,1359216000,0.7209302,129
1034,Ouritsu Uchuugun: Honneamise no Tsubasa,"Action, Drama, Military, Sci-Fi, Space",Movie,1,7.72,18469,王立宇宙軍 オネアミスの翼,"Mar 14, 1987",https://cdn.myanimelist.net/images/anime/6/74639.jpg,542649600,542649600,0.75772244,482
12057,My Imouto: Koakuma na A-Cup,Hentai,OVA,2,6.74,5400,My妹～小悪魔なAカップ～,"Jul 6, 2012 to Sep 28, 2012",https://cdn.myanimelist.net/images/anime/1760/112251.jpg,1341504000,1348761600,0.6501502,148
33524,Sakamoto desu ga? Special,"Comedy, School, Seinen",Special,1,6.8,23745,坂本ですが？,"Sep 26, 2016",https://cdn.myanimelist.net/images/anime/5/80646.jpg,1474819200,1474819200,0.6550352,363
1974,Glass no Kamen (2005),"Drama, Shoujo",TV,51,8.23,17038,ガラスの仮面 (2005),"Apr 6, 2005 to Mar 29, 2006",https://cdn.myanimelist.net/images/anime/1/2043.jpg,1112716800,1143561600,0.82091504,340
842,Ushio to Tora,"Action, Comedy, Horror",OVA,10,7.23,6086,うしおととら,"Sep 11, 1992 to Aug 1, 1993",https://cdn.myanimelist.net/images/anime/1443/97136.jpg,716140800,744134400,0.7061966,104
1489,Renkin San-kyuu Magical? Pokaan Specials,"Comedy, Ecchi, Magic, Parody, Vampire",Special,3,7.05,4684,錬金3級 まじかる?ぽか〜ん,"Jun 23, 2006 to Oct 25, 2006",https://cdn.myanimelist.net/images/anime/11/74299.jpg,1150992000,1161705600,0.6852713,215
6152,Final Fantasy VII: Advent Children - Venice Film Festival Footage,"Action, Drama, Fantasy, Sci-Fi",Movie,1,7.7,6498,FINAL FANTASY VII ADVENT CHILDREN ヴェネチア映画祭版,"Sep 14, 2005",https://cdn.myanimelist.net/images/anime/9/13516.jpg,1126627200,1126627200,0.74757284,206
16331,Next A-Class,"Action, Cars, Sci-Fi",ONA,1,6.53,4394,NEXT A-Class,"Nov 17, 2012",https://cdn.myanimelist.net/images/anime/4/44099.jpg,1353081600,1353081600,0.60444444,175
1156,I: Wish You Were Here,"Action, Drama, Mystery, Sci-Fi",TV,4,6.22,6017,i -wish you were here- ～あなたがここにいてほしい～,"Oct 4, 2001 to Nov 24, 2001",https://cdn.myanimelist.net/images/anime/1610/94731.jpg,1002124800,1006531200,0.58787876,220
29853,Girls und Panzer Heartful Tank Disc: Fushou - Akiyama Yukari no Sensha Kouza,"Military, School",Special,2,6.75,1457,ガールズ＆パンツァーハートフル タンク ディスク 不肖・秋山優花里の戦車講座,"Sep 25, 2013",https://cdn.myanimelist.net/images/anime/11/71676.jpg,1380038400,1380038400,0.66049385,18
1064,Mazinkaiser,"Adventure, Comedy, Mecha, Sci-Fi, Shounen",OVA,7,7.47,4681,マジンカイザー,"Sep 25, 2001 to Sep 20, 2002",https://cdn.myanimelist.net/images/anime/1041/106091.jpg,1001347200,1032451200,0.73289186,151
1163,Neo Ranga,"Adventure, Horror, Mecha",TV,48,6.57,5332,南海奇皇ネオランガ,"Apr 6, 1998 to Sep 28, 1999",https://cdn.myanimelist.net/images/anime/1473/92555.jpg,891792000,938448000,0.62738496,99
9434,Fighting of Ecstasy,Hentai,OVA,2,5.9,1902,ファイティング オブ エクスタシー,"Feb 25, 2011 to Apr 28, 2011",https://cdn.myanimelist.net/images/anime/11/28558.jpg,1298563200,1303920000,0.53216374,38
8132,Chou Deneiban SD Gundam Sangokuden Brave Battle Warriors,"Action, Historical, Mecha",Movie,1,6.29,1208,超電影版SDガンダム三国伝 Brave Battle Warriors,"Feb 27, 2010",https://cdn.myanimelist.net/images/anime/9/20218.jpg,1267200000,1267200000,0.5777778,20
32409,Shinmai Maou no Testament Burst Specials,"Comedy, Demons, Ecchi",Special,5,7.06,3495,新妹魔王の契約者 BURST,"Dec 25, 2015 to Apr 27, 2016",https://cdn.myanimelist.net/images/anime/10/79993.jpg,1450972800,1461686400,0.7259259,15
2682,Aoki Densetsu Shoot! (Movie),"Action, Shounen, Sports",Movie,1,6.96,1259,蒼き伝説　シュート！,"Dec 4, 1994",https://cdn.myanimelist.net/images/anime/1453/96649.jpg,786470400,786470400,0.6666667,41
2945,Hitozuma Ryoujoku Sankanbi,Hentai,OVA,2,6.44,2486,人妻凌辱参観日,"Feb 25, 2005 to May 25, 2005",https://cdn.myanimelist.net/images/anime/1012/103999.jpg,1109260800,1116950400,0.654321,63
3706,Seikoujo: Haitoku no Biden Dorei,Hentai,OVA,2,6.08,2038,聖肛女～背徳の美臀奴隷～,"Apr 25, 2006 to Dec 25, 2006",https://cdn.myanimelist.net/images/anime/9/16416.jpg,1145894400,1166976000,0.62711865,59
1752,Di Gi Charat: Hoshi no Tabi,Comedy,Movie,1,6.78,1973,劇場版　Di Gi Charat[デ・ジ・キャラット]　星の旅,"Dec 22, 2001",https://cdn.myanimelist.net/images/anime/13/28181.jpg,1008950400,1008950400,0.65608466,63
4848,Hinadori no Saezuri,Hentai,OVA,2,5.62,634,雛鳥の囀,"Nov 26, 2000 to Feb 16, 2001",https://cdn.myanimelist.net/images/anime/1459/115028.jpg,975168000,982252800,0.5462963,12
3582,Mashou no Kao,Hentai,OVA,1,6.29,1391,魔性の貌(かお),"Jul 25, 2004",https://cdn.myanimelist.net/images/anime/10/41611.jpg,1090684800,1090684800,0.64705884,34
1772,Seishoujo Kantai Virgin Fleet,"Fantasy, Military, School, Sci-Fi",OVA,3,5.53,892,聖少女艦隊バージンフリート,"Apr 25, 1998 to Oct 25, 1998",https://cdn.myanimelist.net/images/anime/1433/94588.jpg,893433600,909244800,0.5119048,28
5895,Tistou Midori no Oyayubi,"Historical, Magic",Movie,1,7.1,332,チスト　みどりのおやゆび,"Mar 24, 1990",https://cdn.myanimelist.net/images/anime/6/68841.jpg,638208000,638208000,0.8888889,3
5880,Oshiruko,Comedy,ONA,1,5.16,749,おしるこ,2005,https://cdn.myanimelist.net/images/anime/12/12471.jpg,0,0,0.4623656,31
2778,Generation of Chaos III: Toki no Fuuin,"Action, Adventure, Fantasy, Magic",OVA,2,4.7,573,ジェネレーション オブ カオス III ～　時の封印　～,"May 21, 2003 to Jun 25, 2003",https://cdn.myanimelist.net/images/anime/7/3754.jpg,1053446400,1056470400,0.3580247,9
13139,Gakkatsu!,"Comedy, School",TV,25,6.59,5208,ガッ活!,"Apr 3, 2012 to Sep 18, 2012",https://cdn.myanimelist.net/images/anime/8/62295.jpg,1333382400,1347897600,0.6520468,76
3151,Genei Toushi Bastof Lemon,"Adventure, Mecha, Sci-Fi",TV,26,6.29,666,幻影闘士バストフレモン,"May 3, 2001 to Nov 15, 2001",https://cdn.myanimelist.net/images/anime/6/21151.jpg,988819200,1005753600,0.5833333,8
32859,Boku wa Kimi wo Warawanai,Music,Music,1,5.4,80,僕は君を笑わない,"Nov 2, 2013",https://cdn.myanimelist.net/images/anime/12/78769.jpg,1383321600,1383321600,0.11111111,1
33177,Kamotori Gonbee,Kids,Movie,1,3.89,49,かもとりごんべえ,1961,https://cdn.myanimelist.net/images/anime/9/79722.jpg,0,0,0.22222222,1
19337,Momoya x Peeping Life: Go en Desu yo!,Slice of Life,ONA,4,5.68,218,桃屋×Peeping Life ご縁ですよ！,"Apr 25, 2013 to May 16, 2013",https://cdn.myanimelist.net/images/anime/6/52087.jpg,1366819200,1368633600,0.37037036,3
5930,Hayou no Ken: Shikkoku no Mashou,"Fantasy, Shoujo, Supernatural",OVA,2,5.79,182,破妖の剣 漆黒の魔性,"Nov 27, 1992 to Dec 25, 1992",https://cdn.myanimelist.net/images/anime/13/41089.jpg,722793600,725212800,0.5185185,3
32890,Tu Xia Zhi Qing Li Chuanshuo,"Action, Adventure, Comedy",Movie,1,6.0,57,兔侠之青黎传说,"Feb 21, 2015",https://cdn.myanimelist.net/images/anime/1131/112386.jpg,1424448000,1424448000,0.44444445,1
25941,Peeping Life: The Perfect Explosion Specials,"Comedy, Slice of Life",Special,3,4.35,107,Peeping Life -The Perfect Explosion-,"Oct 18, 2012",https://cdn.myanimelist.net/images/anime/10/65693.jpg,1350489600,1350489600,0.5555556,1
29729,Peeping Life x IODATA: Quiz!! Input Output,Comedy,ONA,8,3.72,117,Peeping Life×IODATA「クイズ!!インプットアウトプット」,"Nov 30, 2012 to Jul 20, 2013",https://cdn.myanimelist.net/images/anime/8/71492.jpg,1354204800,1374249600,0.44444445,1
5552,Rebiya,Hentai,OVA,1,5.11,269,零媚耶,"Dec 20, 2003",https://cdn.myanimelist.net/images/anime/1711/111889.jpg,1071849600,1071849600,0.11111111,2
7088,Ichiban Ushiro no Daimaou,"Action, Comedy, Ecchi, Fantasy, Harem, Magic, School, Shounen",TV,12,7.21,203618,いちばんうしろの大魔王,"Apr 3, 2010 to Jun 19, 2010",https://cdn.myanimelist.net/images/anime/11/75554.jpg,1270224000,1276876800,0.7069235,7615
10020,Ore no Imouto ga Konnani Kawaii Wake ga Nai Specials,"Comedy, Seinen, Slice of Life",ONA,4,7.66,101495,俺の妹がこんなに可愛いわけがない,"Feb 22, 2011 to May 31, 2011",https://cdn.myanimelist.net/images/anime/8/29734.jpg,1298304000,1306771200,0.7551359,4554
587,Hanbun no Tsuki ga Noboru Sora,"Comedy, Drama, Romance",TV,6,7.69,65125,半分の月がのぼる空,"Jan 13, 2006 to Feb 24, 2006",https://cdn.myanimelist.net/images/anime/10/75201.jpg,1137081600,1140710400,0.75788933,2609
731,Interstella5555: The 5tory of The 5ecret 5tar 5ystem,"Adventure, Drama, Music, Sci-Fi",Music,1,8.17,31464,インターステラ5555,"Dec 1, 2003",https://cdn.myanimelist.net/images/anime/5/82786.jpg,1070208000,1070208000,0.8087615,1395
12859,One Piece Film: Z,"Action, Adventure, Comedy, Drama, Fantasy, Shounen",Movie,1,8.39,76051,ワンピース　フィルム　﻿Ｚ,"Dec 15, 2012",https://cdn.myanimelist.net/images/anime/6/44297.jpg,1355500800,1355500800,0.8380066,2758
9366,Kaichou wa Maid-sama!: Omake dayo!,"Comedy, School, Shoujo",Special,1,7.55,52752,会長はメイド様！おまけだよ！,"May 11, 2011",https://cdn.myanimelist.net/images/anime/3/29438.jpg,1305043200,1305043200,0.7382202,1969
6288,Mobile Suit Gundam 00 The Movie: A Wakening of the Trailblazer,"Action, Mecha, Sci-Fi, Space",Movie,1,7.41,37069,劇場版 機動戦士ガンダム00 -A wakening of the Trailblazer-,"Sep 18, 2010",https://cdn.myanimelist.net/images/anime/11/30563.jpg,1284739200,1284739200,0.7313868,1564
988,Shinshaku Sengoku Eiyuu Densetsu: Sanada Juu Yuushi The Animation,"Action, Comedy, Historical, Military, Samurai",TV,12,6.51,1006,新釈 戦国英雄伝説 眞田十勇士 The Animation,"May 7, 2005 to Jul 23, 2005",https://cdn.myanimelist.net/images/anime/13/78564.jpg,1115395200,1122048000,0.5416667,8
2015,Wind: A Breath of Heart,"Comedy, School",OVA,1,6.25,1557,Wind -a breath of heart-,"Dec 27, 2002",https://cdn.myanimelist.net/images/anime/10/26184.jpg,1040918400,1040918400,0.61938536,47
5028,Major S5,"Comedy, Drama, Romance, Sports",TV,25,8.58,28653,メジャー,"Jan 10, 2009 to Jun 27, 2009",https://cdn.myanimelist.net/images/anime/9/75218.jpg,1231516800,1246032000,0.8507274,1054
2752,Prince of Tennis: The National Tournament Semifinals,"Action, Comedy, Sports",OVA,6,8.09,21186,テニスの王子様 全国大会篇 Semifinal,"Jun 22, 2007 to Jan 25, 2008",https://cdn.myanimelist.net/images/anime/10/3713.jpg,1182441600,1201190400,0.79994935,877
17637,Miyakawa-ke no Kuufuku,Slice of Life,ONA,10,6.59,12077,宮河家の空腹,"Apr 29, 2013 to Jul 1, 2013",https://cdn.myanimelist.net/images/anime/5/47451.jpg,1367164800,1372608000,0.65416664,320
16608,Shitcom,"Comedy, Romance",ONA,1,2.93,8126,Shitcom,"Sep 21, 2012",https://cdn.myanimelist.net/images/anime/1093/103199.jpg,1348156800,1348156800,0.24594907,192
29575,Mankitsu Happening,Hentai,OVA,4,7.83,8510,漫喫ハプニング,"Mar 27, 2015 to Aug 28, 2015",https://cdn.myanimelist.net/images/anime/9/77590.jpg,1427385600,1440691200,0.75899845,71
5691,Rekka no Honoo: Final Burning,"Action, Adventure, Magic, Martial Arts, School, Sci-Fi, Super Power",Special,1,7.22,4083,烈火の炎 FINAL BURNING,"Jun 10, 2004",https://cdn.myanimelist.net/images/anime/13/11830.jpg,1086796800,1086796800,0.734767,124
1276,Ys,"Adventure, Demons, Drama, Fantasy, Magic",OVA,7,6.63,4317,Ys イース,"Nov 21, 1989 to Sep 5, 1991",https://cdn.myanimelist.net/images/anime/9/23207.jpg,627580800,683996400,0.6418651,112
32267,Kowaremono: Risa The Animation,Hentai,OVA,1,6.49,2103,コワレモノ:璃沙 THE ANIMATION,"Jan 1, 2016",https://cdn.myanimelist.net/images/anime/1368/104163.jpg,1451577600,1451577600,0.6458333,32
3626,Mobile Suit Gundam Wing: Operation Meteor,"Action, Adventure, Drama, Mecha, Military, Psychological, Sci-Fi, Space",OVA,4,7.66,6768,新機動戦記ガンダムＷ オペレーション・メテオ ODD＆EVEN NUMBERS,"Apr 25, 1996 to Oct 25, 1996",https://cdn.myanimelist.net/images/anime/2/42885.jpg,830361600,846172800,0.7711771,202
21853,Love Live! School Idol Project Recap,"Music, School, Slice of Life",Special,1,7.21,4249,ラブライブ！〜国立音ノ木坂学院案内〜,"Dec 25, 2013",https://cdn.myanimelist.net/images/anime/4/57505.jpg,1387900800,1387900800,0.68822557,67
3403,The Guts!,Hentai,OVA,2,6.38,2890,THE ガッツ！,"Feb 25, 2005 to Sep 22, 2005",https://cdn.myanimelist.net/images/anime/1809/113783.jpg,1109260800,1127318400,0.6111111,116
10177,DD Hokuto no Ken,"Parody, Seinen",TV,12,6.28,2348,DD北斗之拳,"Jan 12, 2011 to Apr 6, 2011",https://cdn.myanimelist.net/images/anime/12/28072.jpg,1294761600,1302019200,0.5684754,43
10043,Sailor Fuku Shinryou Tsumaka,Hentai,OVA,2,6.2,1442,セーラー服心療妻科,"Mar 11, 2011 to Jun 10, 2011",https://cdn.myanimelist.net/images/anime/7/27736.jpg,1299772800,1307635200,0.6084656,21
12865,Ai wa KAT-TUN,Comedy,ONA,5,5.38,1513,愛はKAT-TUN,"Jan 13, 2012",https://cdn.myanimelist.net/images/anime/5/36083.jpg,1326384000,1326384000,0.5185185,30
27793,It Girl,Music,Music,1,5.75,961,IT GIRL,"Sep 30, 2014",https://cdn.myanimelist.net/images/anime/3/67481.jpg,1412006400,1412006400,0.5185185,21
2240,Sei Michaela Gakuen Hyouryuuki II,Hentai,OVA,2,4.8,457,聖ミカエラ学園漂流記Ⅱ,"Oct 21, 1994 to Nov 25, 1995",https://cdn.myanimelist.net/images/anime/4/9598.jpg,782668800,817228800,0.3472222,8
11841,Qin Shiming Yue Zhi: Ye Jin Tianming,"Action, Fantasy, Historical, Martial Arts",TV,18,7.24,366,秦时明月,"Jul 17, 2008 to 2008",https://cdn.myanimelist.net/images/anime/3/33103.jpg,1216224000,0,0.7777778,3
22173,Yume 10 Yoru,Dementia,Movie,1,3.88,317,夢10夜,2004,https://cdn.myanimelist.net/images/anime/11/58123.jpg,0,0,0.0,3
5854,Shin Chou Kyou Ryo: Condor Hero III,"Action, Adventure, Drama, Historical, Romance",TV,26,7.58,1377,神鵰俠侶 III: 十六年之約,"Apr 13, 2008 to May 3, 2008",https://cdn.myanimelist.net/images/anime/1383/90702.jpg,1208016000,1209744000,0.73333335,15
3624,Seimei no Kagaku: Micro Patrol,Adventure,TV,26,7.26,801,生命の科学ミクロパトロール,1986,https://cdn.myanimelist.net/images/anime/5/6208.jpg,0,0,0.7777778,32
2094,Relic Armor Legaciam,"Action, Mecha, Sci-Fi",OVA,1,5.8,686,レリック・アーマー レガシアム,"Nov 28, 1987",https://cdn.myanimelist.net/images/anime/1364/92792.jpg,565027200,565027200,0.5625,16
10354,Kakomareta Sekai,Drama,ONA,1,6.22,786,囲まれた世界,1998,https://cdn.myanimelist.net/images/anime/2/28454.jpg,0,0,0.6944444,12
33588,Shinkyoku no Grimoire The Animation: Unico no Natsuyasumi,"Fantasy, Hentai",Special,1,6.53,415,神曲のグリモワール THE ANIMATION ユニコの夏休み,"Dec 25, 2015",https://cdn.myanimelist.net/images/anime/1093/104325.jpg,1450972800,1450972800,0.44444445,1
11883,Nendo no Tatakai 2,"Comedy, Fantasy",ONA,1,3.46,1042,ねんどのたたかい２,"Jan 21, 2004",https://cdn.myanimelist.net/images/anime/2/33245.jpg,1074614400,1074614400,0.34615386,26
1574,Get Ride! AMDriver,"Adventure, Mecha, Sci-Fi, Shounen",TV,51,6.55,1061,Get Ride! アムドライバー,"Apr 5, 2004 to Mar 28, 2005",https://cdn.myanimelist.net/images/anime/12/21726.jpg,1081094400,1111939200,0.5555556,9
1708,Majuu Sensen: The Apocalypse,"Action, Fantasy",TV,13,5.67,747,魔獣戦線 THE APOCALYPSE,"Feb 23, 2003 to May 18, 2003",https://cdn.myanimelist.net/images/anime/1/1708.jpg,1045929600,1053187200,0.5,16
31377,Kataribe Shoujo Honoka,"Slice of Life, Supernatural",ONA,1,5.81,241,語りべ少女ほのか,"Jul 31, 2015",https://cdn.myanimelist.net/images/anime/10/75474.jpg,1438272000,1438272000,0.4722222,4
3795,Hana to Hebi The Animation,Hentai,OVA,3,6.17,1394,花と蛇 The Animation,"Jul 21, 2006 to Sep 22, 2006",https://cdn.myanimelist.net/images/anime/1084/103988.jpg,1153411200,1158854400,0.65608466,21
32636,Hokori Inu no Hanashi,,ONA,1,4.36,51,ほこり犬のはなし,2012,https://cdn.myanimelist.net/images/anime/9/78345.jpg,0,0,0.22222222,1
29768,Fantastic Cell,Dementia,Movie,1,4.99,220,FANTASTIC CELL,2003,https://cdn.myanimelist.net/images/anime/1243/107968.jpg,0,0,0.11111111,1
5663,G.T.R G-cup Teacher Rei,Hentai,OVA,4,5.26,395,G.T.R,"Oct 13, 2000 to Jun 25, 2004",https://cdn.myanimelist.net/images/anime/1181/103963.jpg,971366400,1088092800,0.5555556,5
23053,Nisou no Kuzu,Psychological,Movie,1,5.22,265,二層の葛,2004,https://cdn.myanimelist.net/images/anime/2/59755.jpg,0,0,0.33333334,2
26079,Donyatsu Specials,"Comedy, Sci-Fi, Seinen",Special,2,5.98,231,どーにゃつ,"Dec 20, 2013",https://cdn.myanimelist.net/images/anime/13/65947.jpg,1387468800,1387468800,0.6666667,2
2697,Hi-Speed Jecy,"Action, Sci-Fi",OVA,12,6.43,479,ハイスピード・ジェシー,"Sep 5, 1989 to Mar 5, 1990",https://cdn.myanimelist.net/images/anime/1143/105903.jpg,620924400,636566400,0.5555556,1
31237,Ganbare-bu Next!,"Comedy, Sports",TV,6,5.36,70,ガンバレー部NEXT！,"Jun 8, 2015 to Jul 13, 2015",https://cdn.myanimelist.net/images/anime/3/75881.jpg,1433692800,1436716800,0.44444445,1
